pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
3,no,"Makinen, Mr. Kalle Edvard",male,29,0,0,STON/O 2. 3101268,7.925,,S,,,
3,no,"Nieminen, Miss. Manta Josefina",female,29,0,0,3101297,7.925,,S,,,
3,no,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,,S,,,
3,no,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,S,,,
3,no,"Gustafsson, Mr. Anders Vilhelm",male,37,2,0,3101276,7.925,,S,,98,"Ruotsinphytaa, Finland New York, NY"
3,no,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,,S,,,
3,no,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,,S,,,
3,no,"Davies, Mr. Joseph",male,17,2,0,A/4 48873,8.05,,S,,,"West Bromwich, England Pontiac, MI"
3,no,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S,,,England
3,no,"Saundercock, Mr. William Henry",male,20,0,0,A/5. 2151,8.05,,S,,,
3,no,"Cann, Mr. Ernest Charles",male,21,0,0,A./5. 2152,8.05,,S,,,
3,no,"Reynolds, Mr. Harold J",male,21,0,0,342684,8.05,,S,,,
3,no,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,,S,,,
3,no,"Barton, Mr. David John",male,22,0,0,324669,8.05,,S,,,"England New York, NY"
3,no,"Davies, Mr. Evan",male,22,0,0,SC/A4 23568,8.05,,S,,,
3,no,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,,S,,47,
3,no,"Celotti, Mr. Francesco",male,24,0,0,343275,8.05,,S,,,London
3,no,"Petersen, Mr. Marius",male,24,0,0,342441,8.05,,S,,,
3,no,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,,284,
3,no,"Adams, Mr. John",male,26,0,0,341826,8.05,,S,,103,"Bournemouth, England"
3,no,"Niklasson, Mr. Samuel",male,28,0,0,363611,8.05,,S,,,
3,no,"Christmann, Mr. Emil",male,29,0,0,343276,8.05,,S,,,
3,no,"Corn, Mr. Harry",male,30,0,0,SOTON/OQ 392090,8.05,,S,,,London
3,no,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,S,,,
3,no,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,,50,
3,no,"Spinner, Mr. Henry John",male,32,0,0,STON/OQ. 369943,8.05,,S,,,
3,no,"Nancarrow, Mr. William Henry",male,33,0,0,A./5. 3338,8.05,,S,,,
3,no,"Morley, Mr. William",male,34,0,0,364506,8.05,,S,,,
3,no,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,S,,176,
3,no,"Allen, Mr. William Henry",male,35,0,0,373450,8.05,,S,,,"Lower Clapton, Middlesex or Erdington, Birmingham"
3,no,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,,S,,,"Broomfield, Chelmsford, England"
3,no,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,S,,,
3,no,"Kelly, Mr. James",male,44,0,0,363592,8.05,,S,,,
3,no,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,,S,,,
3,no,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,,S,,,
3,no,"Green, Mr. George Henry",male,51,0,0,21440,8.05,,S,,,"Dorking, Surrey, England"
3,no,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S,,201,
3,no,"Ford, Mr. Arthur",male,29.88113,0,0,A/5 1478,8.05,,S,,,"Bridgwater, Somerset, England"
3,no,"Guest, Mr. Robert",male,29.88113,0,0,376563,8.05,,S,,,
3,no,"Maisner, Mr. Simon",male,29.88113,0,0,A/S 2816,8.05,,S,,,
3,no,"Meanwell, Miss. (Marion Ogden)",female,29.88113,0,0,SOTON/O.Q. 392087,8.05,,S,,,
3,no,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.88113,0,0,343095,8.05,,S,,,
3,no,"Miles, Mr. Frank",male,29.88113,0,0,359306,8.05,,S,,,
3,no,"Moore, Mr. Leonard Charles",male,29.88113,0,0,A4. 54510,8.05,,S,,,
3,no,"Moutal, Mr. Rahamin Haim",male,29.88113,0,0,374746,8.05,,S,,,
3,no,"Murdlin, Mr. Joseph",male,29.88113,0,0,A./5. 3235,8.05,,S,,,
3,no,"Peduzzi, Mr. Joseph",male,29.88113,0,0,A/5 2817,8.05,,S,,,
3,no,"Rogers, Mr. William John",male,29.88113,0,0,S.C./A.4. 23567,8.05,,S,,,
3,no,"Shorney, Mr. Charles Joseph",male,29.88113,0,0,374910,8.05,,S,,,
3,no,"Simmons, Mr. John",male,29.88113,0,0,SOTON/OQ 392082,8.05,,S,,,
3,no,"Sirota, Mr. Maurice",male,29.88113,0,0,392092,8.05,,S,,,
3,no,"Slocovski, Mr. Selman Francis",male,29.88113,0,0,SOTON/OQ 392086,8.05,,S,,,
3,no,"Spector, Mr. Woolf",male,29.88113,0,0,A.5. 3236,8.05,,S,,,
3,no,"Thomson, Mr. Alexander Morrison",male,29.88113,0,0,32302,8.05,,S,,,
3,no,"Ware, Mr. Frederick",male,29.88113,0,0,359309,8.05,,S,,,
3,no,"Webber, Mr. James",male,29.88113,0,0,SOTON/OQ 3101316,8.05,,S,,,
3,no,"Williams, Mr. Howard Hugh ""Harry""",male,29.88113,0,0,A/5 2466,8.05,,S,,,
3,no,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,29.88113,0,0,65305,8.1125,,S,,,
3,no,"Peters, Miss. Katie",female,29.88113,0,0,330935,8.1375,,Q,,,
3,no,"Crease, Mr. Ernest James",male,19,0,0,S.P. 3464,8.1583,,S,,,"Bristol, England Cleveland, OH"
3,no,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,,S,,259,"Windsor, England New York, NY"
3,no,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,S,,,"Foresvik, Norway Portland, ND"
3,no,"Olsen, Mr. Karl Siegwart Andreas",male,42,0,1,4579,8.4042,,S,,,
3,no,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,,S,,,
3,no,"Moran, Mr. James",male,29.88113,0,0,330877,8.4583,,Q,,,
3,no,"Johansson, Mr. Gustaf Joel",male,33,0,0,7540,8.6542,,S,,285,
3,no,"Calic, Mr. Jovo",male,17,0,0,315093,8.6625,,S,,,
3,no,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,S,,,
3,no,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,,S,,,Austria-Hungary
3,no,"Pokrnic, Mr. Mate",male,17,0,0,315095,8.6625,,S,,,
3,no,"Cacic, Mr. Jego Grga",male,18,0,0,315091,8.6625,,S,,,
3,no,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,S,,,
3,no,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S,,,
3,no,"Cacic, Miss. Manda",female,21,0,0,315087,8.6625,,S,,,
3,no,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,,S,,,
3,no,"Kink, Miss. Maria",female,22,2,0,315152,8.6625,,S,,,
3,no,"Oreskovic, Miss. Jelka",female,23,0,0,315085,8.6625,,S,,,
3,no,"Pokrnic, Mr. Tome",male,24,0,0,315092,8.6625,,S,,,
3,no,"Kink, Mr. Vincenz",male,26,2,0,315151,8.6625,,S,,,
3,no,"Strilic, Mr. Ivan",male,27,0,0,315083,8.6625,,S,,,
3,no,"Wirz, Mr. Albert",male,27,0,0,315154,8.6625,,S,,131,
3,no,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,S,,,
3,no,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,,C,,,
3,no,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S,,,Croatia
3,no,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,S,,,
3,no,"Smiljanic, Mr. Mile",male,29.88113,0,0,315037,8.6625,,S,,,
3,no,"Paulner, Mr. Uscher",male,29.88113,0,0,3411,8.7125,,C,,,
3,no,"Willer, Mr. Aaron (""Abi Weller"")",male,29.88113,0,0,3410,8.7125,,S,,,
3,no,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,,S,,,
3,no,"Waelens, Mr. Achille",male,22,0,0,345767,9,,S,,,"Antwerp, Belgium / Stanton, OH"
3,no,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S,,,
3,no,"Osen, Mr. Olaf Elon",male,16,0,0,7534,9.2167,,S,,,
3,no,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,S,,89,"Oslo, Norway Cameron, WI"
3,no,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,,S,,,
3,no,"Salander, Mr. Karl Johan",male,24,0,0,7266,9.325,,S,,,
3,no,"Berglund, Mr. Karl Ivar Sven",male,22,0,0,PP 4348,9.35,,S,,,"Tranvik, Finland New York"
3,no,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40,1,0,7546,9.475,,S,,,"Sweden Akeley, MN"
3,no,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,S,,,
3,no,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,,S,,,
3,no,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S,,,
3,no,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,S,,,
3,no,"Vande Walle, Mr. Nestor Cyriel",male,28,0,0,345770,9.5,,S,,,
3,no,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,S,,,
3,no,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,S,,298,
3,no,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,S,,,
3,no,"Wittevrongel, Mr. Camille",male,36,0,0,345771,9.5,,S,,,
3,no,"van Melkebeke, Mr. Philemon",male,29.88113,0,0,345777,9.5,,S,,,
3,no,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,S,,,
3,no,"Jussila, Miss. Katriina",female,20,1,0,4136,9.825,,S,,,
3,no,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,S,,,
3,no,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,S,,,
3,no,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S,,,"Waukegan, Chicago, IL"
3,no,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,S,,,Austria
3,no,"Strom, Miss. Telma Matilda",female,2,0,1,347054,10.4625,G6,S,,,
3,no,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,347054,10.4625,G6,S,,,
3,no,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,10.5167,,S,,,"Norrlot, Sweden Chicago, IL"
3,no,"Klasen, Miss. Gertrud Emilia",female,1,1,1,350405,12.1833,,S,,,
3,no,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36,0,2,350405,12.1833,,S,,,
3,no,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,,S,,,
3,no,"Peacock, Miss. Treasteall",female,3,1,1,SOTON/O.Q. 3101315,13.775,,S,,,
3,no,"Peacock, Mrs. Benjamin (Edith Nile)",female,26,0,2,SOTON/O.Q. 3101315,13.775,,S,,,
3,no,"Dyker, Mr. Adolf Fredrik",male,23,1,0,347072,13.9,,S,,,"West Haven, CT"
3,no,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S,,,
3,no,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.3333,0,2,347080,14.4,,S,,,"Stanton, IA"
3,no,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,S,,,"Stanton, IA"
3,no,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,,S,,197,"Stanton, IA"
3,no,"Zabour, Miss. Hileni",female,14.5,1,0,2665,14.4542,,C,,328,
3,no,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,C,,,"Syria Ottawa, ON"
3,no,"Chronopoulos, Mr. Demetrios",male,18,1,0,2680,14.4542,,C,,,Greece
3,no,"Chronopoulos, Mr. Apostolos",male,26,1,0,2680,14.4542,,C,,,Greece
3,no,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,,C,C,,
3,no,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,C,,,"Syria Ottawa, ON"
3,no,"Khalil, Mr. Betros",male,29.88113,1,0,2660,14.4542,,C,,,
3,no,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,29.88113,1,0,2660,14.4542,,C,,,
3,no,"Zabour, Miss. Thamine",female,29.88113,1,0,2665,14.4542,,C,,,
3,no,"Attalah, Miss. Malake",female,17,0,0,2627,14.4583,,C,,,
3,no,"Caram, Mr. Joseph",male,29.88113,1,0,2689,14.4583,,C,,,"Ottawa, ON"
3,no,"Caram, Mrs. Joseph (Maria Elias)",female,29.88113,1,0,2689,14.4583,,C,,,"Ottawa, ON"
3,no,"Yousseff, Mr. Gerious",male,29.88113,0,0,2627,14.4583,,C,,,
3,no,"van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,,S,,1,
3,no,"Patchett, Mr. George",male,19,0,0,358585,14.5,,S,,,
3,no,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S,,255,
3,no,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47,1,0,A/5. 3337,14.5,,S,,7,
3,no,"Robins, Mr. Alexander A",male,50,1,0,A/5. 3337,14.5,,S,,119,
3,no,"Garfirth, Mr. John",male,29.88113,0,0,358585,14.5,,S,,,
3,no,"Risien, Mr. Samuel Beard",male,29.88113,0,0,364498,14.5,,S,,,
3,no,"Risien, Mrs. Samuel (Emma)",female,29.88113,0,0,364498,14.5,,S,,,
3,no,"van Billiard, Master. James William",male,29.88113,1,1,A/5. 851,14.5,,S,,,
3,no,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,,S,,187,
3,no,"Shellard, Mr. Frederick William",male,29.88113,0,0,C.A. 6212,15.1,,S,,,
3,no,"Boulos, Master. Akar",male,6,1,1,2678,15.2458,,C,,,"Syria Kent, ON"
3,no,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,,C,,,"Syria Kent, ON"
3,no,"Boulos, Mrs. Joseph (Sultana)",female,29.88113,0,2,2678,15.2458,,C,,,"Syria Kent, ON"
3,no,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Q,,,"Ireland Chicago, IL"
3,no,"Bourke, Mr. John",male,40,1,1,364849,15.5,,Q,,,"Ireland Chicago, IL"
3,no,"Lennon, Miss. Mary",female,29.88113,1,0,370371,15.5,,Q,,,
3,no,"Lennon, Mr. Denis",male,29.88113,1,0,370371,15.5,,Q,,,
3,no,"McEvoy, Mr. Michael",male,29.88113,0,0,36568,15.5,,Q,,,
3,no,"O'Brien, Mr. Thomas",male,29.88113,1,0,370365,15.5,,Q,,,
3,no,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30,1,0,349910,15.55,,S,A,,
3,no,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,,S,A,,
3,no,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,S,,,
3,no,"Backstrom, Mr. Karl Alfred",male,32,1,0,3101278,15.85,,S,D,,"Ruotsinphytaa, Finland New York, NY"
3,no,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19,1,0,376566,16.1,,S,,53,
3,no,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,,S,,,"Treherbert, Cardiff, Wales"
3,no,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S,,,
3,no,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,16.1,,S,,,
3,no,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,,14,
3,no,"Lobb, Mr. William Arthur",male,30,1,0,A/5. 3336,16.1,,S,,,
3,no,"Cribb, Mr. John Hatfield",male,44,0,1,371362,16.1,,S,,,"Bournemouth, England Newark, NJ"
3,no,"Davison, Mr. Thomas Henry",male,29.88113,1,0,386525,16.1,,S,,,"Liverpool, England Bedford, OH"
3,no,"Thorneycroft, Mr. Percival",male,29.88113,1,0,376564,16.1,,S,,,
3,no,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18,1,0,349237,17.8,,S,,,"Altdorf, Switzerland"
3,no,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,S,,,"Altdorf, Switzerland"
3,no,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,,S,,,
3,no,"Vander Planke, Miss. Augusta Maria",female,18,2,0,345764,18,,S,,,
3,no,"Vander Planke, Mr. Julius",male,31,3,0,345763,18,,S,,,
3,no,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31,1,0,345763,18,,S,,,
3,no,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C,,,
3,no,"Hagland, Mr. Ingvald Olai Olsen",male,29.88113,1,0,65303,19.9667,,S,,,
3,no,"Hagland, Mr. Konrad Mathias Reiersen",male,29.88113,1,0,65304,19.9667,,S,,,
3,no,"Rosblom, Miss. Salli Helena",female,2,1,1,370129,20.2125,,S,,,
3,no,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,S,,,
3,no,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,0,2,370129,20.2125,,S,,,
3,no,"Abbott, Master. Eugene Joseph",male,13,0,2,C.A. 2673,20.25,,S,,,"East Providence, RI"
3,no,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,S,,190,"East Providence, RI"
3,no,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,,S,,,"Strood, Kent, England Detroit, MI"
3,no,"Dean, Mr. Bertram Frank",male,26,1,2,C.A. 2315,20.575,,S,,,"Devon, England Wichita, KS"
3,no,"Palsson, Master. Gosta Leonard",male,2,3,1,349909,21.075,,S,,4,
3,no,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,S,,,
3,no,"Palsson, Master. Paul Folke",male,6,3,1,349909,21.075,,S,,,
3,no,"Palsson, Miss. Torborg Danira",female,8,3,1,349909,21.075,,S,,,
3,no,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,,S,,206,
3,no,"Samaan, Mr. Elias",male,29.88113,2,0,2662,21.6792,,C,,,
3,no,"Samaan, Mr. Hanna",male,29.88113,2,0,2662,21.6792,,C,,,
3,no,"Samaan, Mr. Youssef",male,29.88113,2,0,2662,21.6792,,C,,,
3,no,"Holthen, Mr. Johan Martin",male,28,0,0,C 4001,22.525,,S,,,
3,no,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,,S,,173,
3,no,"Andersen, Mr. Albert Karvin",male,32,0,0,C 4001,22.525,,S,,260,"Bergen, Norway"
3,no,"Johnston, Master. William Arthur ""Willie""",male,29.88113,1,2,W./C. 6607,23.45,,S,,,
3,no,"Johnston, Miss. Catherine Helen ""Carrie""",female,29.88113,1,2,W./C. 6607,23.45,,S,,,
3,no,"Johnston, Mr. Andrew G",male,29.88113,1,2,W./C. 6607,23.45,,S,,,
3,no,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,29.88113,1,2,W./C. 6607,23.45,,S,,,
3,no,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,S,,,
3,no,"Davies, Mr. John Samuel",male,21,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI"
3,no,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI"
3,no,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,,S,,,
3,no,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,,S,,,
3,no,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,S,,,
3,no,"Moran, Mr. Daniel J",male,29.88113,1,0,371110,24.15,,Q,,,
3,no,"Ryan, Mr. Patrick",male,29.88113,0,0,371110,24.15,,Q,,,
3,no,"Lefebre, Master. Henry Forbes",male,29.88113,3,1,4133,25.4667,,S,,,
3,no,"Lefebre, Miss. Ida",female,29.88113,3,1,4133,25.4667,,S,,,
3,no,"Lefebre, Miss. Jeannie",female,29.88113,3,1,4133,25.4667,,S,,,
3,no,"Lefebre, Miss. Mathilde",female,29.88113,3,1,4133,25.4667,,S,,,
3,no,"Lefebre, Mrs. Frank (Frances)",female,29.88113,0,4,4133,25.4667,,S,,,
3,no,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,,S,,,
3,no,"Skoog, Master. Harald",male,4,3,2,347088,27.9,,S,,,
3,no,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,,S,,,
3,no,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,,S,,,
3,no,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S,,,
3,no,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45,1,4,347088,27.9,,S,,,
3,no,"Rice, Master. Eugene",male,2,4,1,382652,29.125,,Q,,,
3,no,"Rice, Master. Arthur",male,4,4,1,382652,29.125,,Q,,,
3,no,"Rice, Master. Eric",male,7,4,1,382652,29.125,,Q,,,
3,no,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Q,,,
3,no,"Rice, Master. Albert",male,10,4,1,382652,29.125,,Q,,,
3,no,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,,Q,,327,
3,no,"Andersson, Miss. Ellis Anna Maria",female,2,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Andersson, Mr. Anders Johan",male,39,1,5,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,S,,,"Sweden Winnipeg, MN"
3,no,"Asplund, Master. Carl Edgar",male,5,4,2,347077,31.3875,,S,,,"Sweden  Worcester, MA"
3,no,"Asplund, Master. Clarence Gustaf Hugo",male,9,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA"
3,no,"Asplund, Master. Filip Oscar",male,13,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA"
3,no,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40,1,5,347077,31.3875,,S,,142,"Sweden  Worcester, MA"
3,no,"Ford, Miss. Robina Maggie ""Ruby""",female,9,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
3,no,"Ford, Mr. William Neal",male,16,1,3,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
3,no,"Ford, Mr. Edward Watson",male,18,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
3,no,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
3,no,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
3,no,"Panula, Master. Eino Viljami",male,1,4,1,3101295,39.6875,,S,,,
3,no,"Panula, Master. Urho Abraham",male,2,4,1,3101295,39.6875,,S,,,
3,no,"Panula, Master. Juha Niilo",male,7,4,1,3101295,39.6875,,S,,,
3,no,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S,,,
3,no,"Panula, Mr. Ernesti Arvid",male,16,4,1,3101295,39.6875,,S,,,
3,no,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22,0,0,3101295,39.6875,,S,,,
3,no,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,39.6875,,S,,,
3,no,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Miss. Jessie Allis",female,10,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Master. William Frederick",male,11,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Miss. Lillian Amy",female,16,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Mr. Charles Frederick",male,40,1,6,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
3,no,"Ling, Mr. Lee",male,28,0,0,1601,56.4958,,S,,,
3,no,"Lam, Mr. Len",male,29.88113,0,0,1601,56.4958,,S,,,
3,no,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,,S,,67,
3,no,"Sage, Master. Thomas Henry",male,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Miss. Ada",female,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Miss. Constance Gladys",female,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Miss. Dorothy Edith ""Dolly""",female,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Miss. Stella Anna",female,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Mr. Douglas Bullen",male,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Mr. Frederick",male,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Mr. George John Jr",male,29.88113,8,2,CA. 2343,69.55,,S,,,
3,no,"Sage, Mr. John George",male,29.88113,1,9,CA. 2343,69.55,,S,,,
3,no,"Sage, Mrs. John (Annie Bullen)",female,29.88113,1,9,CA. 2343,69.55,,S,,,
3,no,"Storey, Mr. Thomas",male,60.5,0,0,3701,33.29548,,S,,261,
1,yes,"Ismay, Mr. Joseph Bruce",male,49,0,0,112058,0,B52 B54 B56,S,C,,Liverpool
1,yes,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55,2,0,11770,25.7,C101,S,2,,"New York, NY"
1,yes,"Omont, Mr. Alfred Fernand",male,29.88113,0,0,F.C. 12998,25.7417,,C,7,,"Paris, France"
1,yes,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S,8,,"Brooklyn, NY"
1,yes,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,S,8,,"New York, NY"
